counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver
0,19:43:10,715.6,114.5,4.37E-04,17.17,17.27,17.21
1,19:43:11,715.6,103.8,4.17E-04,17.25,17.25,17.25
4,19:43:13,715.6,121.3,4.17E-04,17.24,17.26,17.24
5,19:43:14,715.6,102.6,4.27E-04,17.23,17.24,17.23
8,19:43:16,715.6,124.4,4.27E-04,17.23,17.23,17.23
12,19:43:18,715.6,109,4.07E-04,17.23,17.27,17.24
13,19:43:19,715.6,91.4,4.07E-04,17.25,17.27,17.26
14,19:43:20,715.6,109.6,4.17E-04,17.24,17.25,17.24
15,19:43:21,715.6,65.2,4.17E-04,17.25,17.25,17.25
21,19:43:25,715.6,112.6,4.37E-04,17.22,17.26,17.24
23,19:43:26,715.6,127.8,4.17E-04,17.23,17.24,17.23
24,19:43:27,715.6,112.8,4.17E-04,17.24,17.24,17.24
26,19:43:28,715.6,122.4,4.27E-04,17.24,17.24,17.24
27,19:43:29,715.6,100.6,4.27E-04,17.23,17.24,17.23
30,19:43:31,715.6,108.4,4.17E-04,17.23,17.26,17.23
31,19:43:32,715.6,107.4,4.17E-04,17.25,17.26,17.25
34,19:43:34,715.6,129.1,4.27E-04,17.22,17.25,17.23
38,19:43:36,715.6,115.6,4.27E-04,17.21,17.22,17.21
39,19:43:37,715.6,107.6,4.37E-04,17.21,17.22,17.21
41,19:43:39,715.6,136.6,4.27E-04,17.21,17.22,17.21
42,19:43:40,715.6,92.6,4.37E-04,17.21,17.22,17.21
45,19:43:42,715.6,116.2,4.37E-04,17.21,17.22,17.21
51,19:43:45,715.6,112,4.27E-04,17.21,17.23,17.21
52,19:43:46,715.6,143.8,4.27E-04,17.23,17.24,17.23
55,19:43:48,99,99,4.37E-04,17.22,17.22,17.22
56,19:43:49,715.6,117.6,4.27E-04,17.22,17.24,17.22
59,19:43:51,715.6,121.2,4.37E-04,17.2,17.24,17.21
63,19:43:53,715.6,116,4.47E-04,17.2,17.22,17.21
64,19:43:54,715.6,117.8,4.37E-04,17.2,17.22,17.2
66,19:43:55,715.6,129,4.27E-04,17.2,17.22,17.2
67,19:43:56,715.6,90.6,4.27E-04,17.23,17.23,17.23
70,19:43:58,715.6,101,4.37E-04,17.21,17.23,17.21
71,19:43:59,715.6,122.6,4.37E-04,17.21,17.22,17.21
74,19:44:01,715.6,106.4,4.37E-04,17.21,17.22,17.21
76,19:44:02,715.6,103.8,4.47E-04,17.19,17.21,17.2
78,19:44:03,715.6,130.2,4.47E-04,17.19,17.19,17.19
79,19:44:04,715.6,99.4,4.47E-04,17.19,17.21,17.2
82,19:44:06,715.6,123.4,4.37E-04,17.21,17.23,17.22
83,19:44:07,715.6,104.4,4.37E-04,17.2,17.21,17.2
85,19:44:08,715.6,108.6,4.27E-04,17.2,17.22,17.21
89,19:44:11,100.8,100.8,4.37E-04,17.22,17.22,17.22
90,19:44:12,715.6,134,4.27E-04,17.22,17.23,17.22
93,19:44:13,715.6,105.4,4.37E-04,17.22,17.23,17.22
94,19:44:14,715.6,145.4,4.37E-04,17.22,17.22,17.22
97,19:44:16,193.6,193.6,4.27E-04,17.22,17.23,17.22
98,19:44:17,715.6,136.6,4.27E-04,17.23,17.24,17.23
100,19:44:18,715.6,126.2,4.27E-04,17.23,17.24,17.23
102,19:44:20,715.6,126.8,4.27E-04,17.22,17.23,17.22
104,19:44:22,715.6,112.8,4.27E-04,17.22,17.24,17.23
110,19:44:26,715.6,155.5,4.27E-04,17.21,17.24,17.21
112,19:44:27,715.6,118.4,4.47E-04,17.21,17.21,17.21
113,19:44:28,715.6,124.4,4.37E-04,17.21,17.21,17.21
115,19:44:29,715.6,126.2,4.47E-04,17.21,17.21,17.21
116,19:44:30,715.6,123.4,4.47E-04,17.19,17.21,17.2
119,19:44:32,715.6,126.4,4.27E-04,17.19,17.23,17.21
120,19:44:33,715.6,116.6,4.37E-04,17.21,17.23,17.22
123,19:44:35,715.6,116.7,4.27E-04,17.21,17.22,17.21
125,19:44:36,715.6,111,4.37E-04,17.21,17.22,17.21
126,19:44:37,715.6,108.2,4.27E-04,17.21,17.23,17.21
127,19:44:38,715.6,121.4,4.27E-04,17.23,17.23,17.23
128,19:44:39,715.6,113,4.27E-04,17.22,17.23,17.22
136,19:44:44,715.6,113.6,4.37E-04,17.21,17.24,17.22
138,19:44:45,715.6,125.2,4.17E-04,17.21,17.23,17.22
139,19:44:46,715.6,117.2,4.27E-04,17.23,17.23,17.23
142,19:44:48,715.6,117.8,4.37E-04,17.2,17.23,17.21
146,19:44:50,715.6,111.6,4.17E-04,17.2,17.24,17.22
147,19:44:51,715.6,134.4,4.27E-04,17.22,17.24,17.23
149,19:44:52,715.6,119.6,4.37E-04,17.22,17.23,17.22
153,19:44:55,715.6,103.2,4.07E-04,17.22,17.26,17.23
154,19:44:56,715.6,141,4.17E-04,17.23,17.26,17.24
157,19:44:58,715.6,103.6,4.17E-04,17.23,17.24,17.23
159,19:44:59,715.6,115.6,4.27E-04,17.24,17.24,17.24
161,19:45:00,715.6,132,4.27E-04,17.23,17.24,17.23
165,19:45:03,97.2,97.2,4.27E-04,17.25,17.25,17.25
166,19:45:04,715.6,119.4,4.07E-04,17.25,17.25,17.25
169,19:45:06,715.6,129.3,4.27E-04,17.2,17.25,17.22
173,19:45:08,715.6,113.8,4.37E-04,17.2,17.23,17.2
174,19:45:09,715.6,111,4.27E-04,17.23,17.23,17.23
177,19:45:11,715.6,108.6,4.47E-04,17.19,17.23,17.2
178,19:45:12,715.6,116,4.47E-04,17.19,17.21,17.19
181,19:45:13,715.6,123.2,4.37E-04,17.21,17.23,17.22
185,19:45:16,113.2,113.2,4.47E-04,17.19,17.21,17.19
186,19:45:17,715.6,154,4.37E-04,17.19,17.22,17.19
187,19:45:19,715.6,133.8,4.37E-04,17.2,17.21,17.2
189,19:45:21,715.6,123.8,4.37E-04,17.19,17.2,17.19
197,19:45:25,715.6,103,4.47E-04,17.18,17.2,17.18
199,19:45:27,715.6,144.2,4.37E-04,17.2,17.22,17.2
200,19:45:28,715.6,127,4.37E-04,17.22,17.22,17.22
203,19:45:30,715.6,128.6,4.37E-04,17.21,17.22,17.21
205,19:45:31,715.6,144,4.27E-04,17.21,17.23,17.21
207,19:45:32,715.6,104.4,4.37E-04,17.21,17.23,17.21
211,19:45:35,715.6,109.4,4.27E-04,17.22,17.23,17.22
212,19:45:36,715.6,129.6,4.27E-04,17.23,17.24,17.23
214,19:45:38,715.6,128.2,4.37E-04,17.21,17.24,17.22
216,19:45:40,715.6,111.2,4.37E-04,17.21,17.23,17.21
217,19:45:41,715.6,115.6,4.27E-04,17.23,17.24,17.23
227,19:45:46,715.6,116.4,4.37E-04,17.2,17.24,17.21
231,19:45:49,715.6,123.8,4.37E-04,17.19,17.21,17.19
232,19:45:50,715.6,114,4.37E-04,17.2,17.21,17.2
235,19:45:52,715.6,109.7,4.57E-04,17.18,17.2,17.18
237,19:45:53,715.6,138.2,4.47E-04,17.18,17.19,17.18
239,19:45:54,715.6,135.8,4.37E-04,17.19,17.21,17.2
243,19:45:57,715.6,96,4.57E-04,17.17,17.21,17.19
244,19:45:58,715.6,131,4.57E-04,17.17,17.18,17.17
247,19:46:00,715.6,111.6,4.47E-04,17.18,17.2,17.19
251,19:46:02,118.8,118.8,4.47E-04,17.19,17.21,17.19
252,19:46:03,715.6,126,4.37E-04,17.21,17.21,17.21
254,19:46:04,715.6,95.6,4.47E-04,17.2,17.21,17.2
256,19:46:06,715.6,123.4,4.37E-04,17.21,17.21,17.21
258,19:46:07,715.6,91.6,4.57E-04,17.19,17.21,17.19
259,19:46:08,715.6,104,4.57E-04,17.18,17.19,17.18
262,19:46:10,127.4,127.4,4.57E-04,17.17,17.17,17.17
263,19:46:11,715.6,91.6,4.57E-04,17.17,17.18,17.17
266,19:46:13,715.6,96.2,4.47E-04,17.18,17.19,17.18
270,19:46:15,715.6,99,4.68E-04,17.17,17.19,17.17
271,19:46:16,715.6,126,4.57E-04,17.17,17.19,17.17
273,19:46:17,177,177,4.68E-04,17.19,17.2,17.19
274,19:46:18,715.6,109.2,4.68E-04,17.17,17.17,17.17
275,19:46:19,715.6,103.8,4.68E-04,17.16,17.17,17.16
276,19:46:21,715.6,135,4.68E-04,17.16,17.16,17.16
278,19:46:22,715.6,116.4,4.68E-04,17.15,17.16,17.15
282,19:46:24,715.6,104.2,4.79E-04,17.14,17.17,17.15
284,19:46:26,715.6,133.2,4.47E-04,17.17,17.18,17.17
285,19:46:27,715.6,121.4,4.47E-04,17.18,17.19,17.18
287,19:46:28,715.6,108.2,4.47E-04,17.18,17.19,17.18
289,19:46:29,715.6,112.6,4.37E-04,17.18,17.2,17.19
293,19:46:32,715.6,137.4,4.37E-04,17.19,17.22,17.2
294,19:46:33,715.6,118,4.47E-04,17.19,17.21,17.19
297,19:46:35,715.6,107.9,4.47E-04,17.2,17.21,17.2
299,19:46:37,715.6,118,4.37E-04,17.2,17.22,17.2
300,19:46:38,715.6,144,4.47E-04,17.19,17.2,17.19
301,19:46:39,715.6,115.6,4.47E-04,17.19,17.2,17.19
303,19:46:41,715.6,90.4,4.47E-04,17.2,17.2,17.2
312,19:46:46,715.6,116.8,4.37E-04,17.18,17.21,17.19
313,19:46:47,715.6,113.4,4.47E-04,17.19,17.21,17.2
315,19:46:48,715.6,114.4,4.47E-04,17.18,17.2,17.18
317,19:46:50,715.6,126.2,4.37E-04,17.2,17.21,17.2
319,19:46:51,715.6,115.4,4.57E-04,17.18,17.21,17.19
320,19:46:52,715.6,98.6,4.57E-04,17.18,17.18,17.18
323,19:46:54,715.6,119,4.47E-04,17.18,17.19,17.18
324,19:46:55,715.6,128.8,4.47E-04,17.18,17.19,17.18
327,19:46:57,715.6,108.7,4.47E-04,17.18,17.2,17.19
328,19:46:58,715.6,94.8,4.47E-04,17.2,17.21,17.2
331,19:46:59,715.6,116,4.27E-04,17.21,17.21,17.21
332,19:47:00,715.6,122.8,4.27E-04,17.21,17.22,17.21
336,19:47:03,715.6,118,4.47E-04,17.19,17.21,17.19
338,19:47:04,715.6,119.2,4.47E-04,17.2,17.21,17.2
340,19:47:05,715.6,113.2,4.37E-04,17.2,17.21,17.2
342,19:47:07,715.6,125.8,4.57E-04,17.19,17.2,17.19
344,19:47:08,715.6,106,4.37E-04,17.19,17.21,17.2
345,19:47:09,715.6,94.6,4.37E-04,17.2,17.21,17.2
348,19:47:11,715.6,126,4.47E-04,17.18,17.2,17.19
349,19:47:12,715.6,129.8,4.37E-04,17.2,17.22,17.2
352,19:47:14,715.6,81.5,4.37E-04,17.2,17.22,17.21
356,19:47:16,715.6,98.2,4.37E-04,17.19,17.2,17.19
357,19:47:17,715.6,141.8,4.57E-04,17.19,17.19,17.19
358,19:47:19,715.6,79.4,4.47E-04,17.2,17.2,17.2
359,19:47:21,715.6,128.4,4.57E-04,17.16,17.2,17.17
360,19:47:22,715.6,127.4,4.47E-04,17.18,17.18,17.18
366,19:47:25,715.6,126.6,4.57E-04,17.16,17.19,17.17
367,19:47:26,715.6,92.2,4.57E-04,17.18,17.19,17.18
371,19:47:29,715.6,123,4.57E-04,17.17,17.18,17.17
373,19:47:30,715.6,106.4,4.57E-04,17.18,17.18,17.18
375,19:47:31,715.6,108.6,4.47E-04,17.18,17.19,17.18
379,19:47:34,715.6,116.4,4.57E-04,17.17,17.2,17.17
380,19:47:35,715.6,128,4.57E-04,17.17,17.19,17.17
383,19:47:37,715.6,104.5,4.57E-04,17.18,17.19,17.18
384,19:47:38,715.6,107.8,4.57E-04,17.18,17.19,17.18
385,19:47:40,715.6,171.8,4.57E-04,17.17,17.19,17.17
395,19:47:46,715.6,114.9,4.47E-04,17.16,17.21,17.19
397,19:47:47,715.6,99.8,4.37E-04,17.19,17.21,17.2
399,19:47:48,715.6,107.6,4.68E-04,17.15,17.19,17.16
400,19:47:49,715.6,118.2,4.68E-04,17.15,17.17,17.16
403,19:47:51,715.6,98.2,4.47E-04,17.17,17.2,17.18
404,19:47:52,715.6,104.4,4.47E-04,17.19,17.19,17.19
407,19:47:54,715.6,114.2,4.57E-04,17.17,17.2,17.18
411,19:47:56,90.6,90.6,4.37E-04,17.21,17.21,17.21
415,19:47:59,715.6,118.2,4.47E-04,17.19,17.21,17.19
416,19:48:00,715.6,102,4.37E-04,17.2,17.21,17.2
419,19:48:01,715.6,129.4,4.47E-04,17.19,17.21,17.19
423,19:48:04,715.6,114,4.37E-04,17.19,17.21,17.2
424,19:48:05,715.6,134,4.47E-04,17.17,17.21,17.19
427,19:48:07,715.6,100.3,4.68E-04,17.16,17.17,17.16
431,19:48:09,73.8,73.8,4.47E-04,17.16,17.2,17.18
432,19:48:10,715.6,90,4.57E-04,17.19,17.2,17.19
434,19:48:11,715.6,99.2,4.47E-04,17.19,17.2,17.19
435,19:48:12,715.6,109,4.47E-04,17.19,17.19,17.19
438,19:48:15,715.6,120.4,4.47E-04,17.19,17.2,17.19
441,19:48:17,715.6,110,4.27E-04,17.2,17.22,17.21
442,19:48:18,715.6,128.6,4.37E-04,17.2,17.22,17.21
444,19:48:19,715.6,104,4.57E-04,17.2,17.2,17.2
445,19:48:20,715.6,149.8,4.57E-04,17.18,17.2,17.18
446,19:48:21,715.6,99.2,4.57E-04,17.18,17.19,17.18
454,19:48:25,715.6,126,4.57E-04,17.16,17.19,17.18
455,19:48:26,715.6,169.6,4.57E-04,17.17,17.18,17.17
456,19:48:27,715.6,122.8,4.57E-04,17.17,17.19,17.17
458,19:48:28,715.6,121.8,4.57E-04,17.18,17.19,17.18
462,19:48:31,715.6,126.2,4.47E-04,17.17,17.19,17.17
463,19:48:32,715.6,89,4.57E-04,17.19,17.19,17.19
466,19:48:34,715.6,130.4,4.57E-04,17.17,17.19,17.17
468,19:48:35,715.6,102,4.57E-04,17.18,17.18,17.18
470,19:48:36,715.6,107.8,4.47E-04,17.18,17.19,17.18
471,19:48:37,715.6,119.4,4.47E-04,17.19,17.19,17.19
474,19:48:39,715.6,105.6,4.47E-04,17.18,17.2,17.19
475,19:48:40,715.6,122.4,4.47E-04,17.18,17.21,17.19
484,19:48:45,715.6,107.8,4.37E-04,17.19,17.22,17.2
485,19:48:46,715.6,124.8,4.37E-04,17.21,17.22,17.21
488,19:48:48,715.6,134,4.47E-04,17.2,17.22,17.21
490,19:48:49,715.6,103.4,4.37E-04,17.2,17.22,17.2
492,19:48:50,715.6,118.2,4.37E-04,17.22,17.23,17.22
496,19:48:53,715.6,126.2,4.47E-04,17.2,17.21,17.2
497,19:48:54,715.6,101.8,4.47E-04,17.18,17.2,17.19
498,19:48:55,715.6,111.8,4.57E-04,17.18,17.19,17.18
501,19:48:57,92.8,92.8,4.57E-04,17.17,17.2,17.19
503,19:48:58,715.6,131.2,4.57E-04,17.17,17.18,17.17
505,19:48:59,715.6,106.2,4.37E-04,17.18,17.2,17.19
506,19:49:00,715.6,143.8,4.37E-04,17.2,17.2,17.2
509,19:49:02,715.6,138,4.57E-04,17.17,17.2,17.18
510,19:49:03,715.6,134.2,4.57E-04,17.17,17.19,17.17
513,19:49:05,715.6,97.4,4.57E-04,17.17,17.19,17.17
515,19:49:06,715.6,125.8,4.57E-04,17.17,17.19,17.17
517,19:49:07,715.6,99.2,4.47E-04,17.19,17.19,17.19
521,19:49:10,715.6,98,4.37E-04,17.19,17.22,17.2
522,19:49:11,715.6,113,4.47E-04,17.18,17.22,17.2
524,19:49:12,715.6,125.8,4.47E-04,17.18,17.2,17.18
526,19:49:13,715.6,108.4,4.47E-04,17.2,17.2,17.2
528,19:49:15,715.6,107.6,4.47E-04,17.2,17.2,17.2
530,19:49:16,715.6,117,4.27E-04,17.2,17.21,17.2
531,19:49:17,715.6,128,4.27E-04,17.21,17.22,17.21
534,19:49:19,715.6,117.8,4.37E-04,17.21,17.22,17.21
535,19:49:20,715.6,101.2,4.27E-04,17.22,17.23,17.22
536,19:49:21,715.6,126,4.27E-04,17.23,17.23,17.23
543,19:49:26,210.2,137.2,4.17E-04,17.2,17.24,17.22
545,19:49:27,715.6,95.2,4.37E-04,17.22,17.24,17.23
546,19:49:28,715.6,124.4,4.27E-04,17.22,17.22,17.22
549,19:49:30,715.6,89.9,4.37E-04,17.21,17.22,17.21
553,19:49:32,715.6,115.4,4.37E-04,17.21,17.22,17.21
554,19:49:33,715.6,122,4.37E-04,17.2,17.22,17.21
557,19:49:35,715.6,84.2,4.47E-04,17.17,17.21,17.19
558,19:49:36,715.6,102.6,4.27E-04,17.21,17.23,17.21
559,19:49:38,715.6,128.9,4.47E-04,17.19,17.23,17.2
561,19:49:40,715.6,97.2,4.47E-04,17.18,17.2,17.18
563,19:49:41,715.6,105.4,4.47E-04,17.19,17.2,17.19
572,19:49:46,715.6,113.8,4.57E-04,17.18,17.19,17.18
573,19:49:47,715.6,114.8,4.57E-04,17.18,17.19,17.18
576,19:49:49,715.6,110.8,4.47E-04,17.18,17.22,17.18
577,19:49:50,715.6,104,4.37E-04,17.21,17.22,17.21
580,19:49:52,715.6,135.1,4.57E-04,17.17,17.21,17.18
584,19:49:54,715.6,110.6,4.37E-04,17.17,17.2,17.18
585,19:49:55,715.6,79.8,4.47E-04,17.2,17.2,17.2
587,19:49:56,715.6,110.6,4.37E-04,17.2,17.21,17.2
588,19:49:57,715.6,149.4,4.37E-04,17.19,17.19,17.19
589,19:49:58,715.6,116.6,4.47E-04,17.19,17.21,17.19
591,19:49:59,715.6,114.2,4.37E-04,17.21,17.22,17.21
592,19:50:00,715.6,121.6,4.37E-04,17.22,17.22,17.22
595,19:50:02,715.6,125.8,4.47E-04,17.2,17.22,17.2
596,19:50:03,715.6,125.4,4.37E-04,17.2,17.23,17.2
598,19:50:04,715.6,130.2,4.47E-04,17.21,17.23,17.21
599,19:50:05,715.6,123.6,4.47E-04,17.2,17.21,17.2
602,19:50:07,715.6,110.6,4.47E-04,17.19,17.21,17.2
603,19:50:08,715.6,127.8,4.47E-04,17.19,17.2,17.19
606,19:50:10,715.6,107.1,4.47E-04,17.19,17.21,17.19
608,19:50:11,715.6,112.6,4.57E-04,17.19,17.19,17.19
609,19:50:12,715.6,122.4,4.47E-04,17.19,17.2,17.19
611,19:50:13,715.6,120.8,4.47E-04,17.19,17.2,17.19
612,19:50:14,715.6,132.2,4.47E-04,17.2,17.2,17.2
615,19:50:16,715.6,114.2,4.57E-04,17.18,17.2,17.19
616,19:50:17,715.6,109,4.47E-04,17.18,17.19,17.18
617,19:50:19,715.6,131.4,4.57E-04,17.19,17.19,17.19
618,19:50:20,715.6,88,4.57E-04,17.18,17.19,17.18
619,19:50:21,715.6,99.6,4.47E-04,17.18,17.19,17.18
626,19:50:25,715.6,120.8,4.47E-04,17.19,17.21,17.19
628,19:50:26,715.6,129.4,4.37E-04,17.2,17.21,17.2
631,19:50:28,715.6,132.7,4.27E-04,17.2,17.23,17.21
632,19:50:29,715.6,115.4,4.27E-04,17.22,17.23,17.22
634,19:50:30,715.6,111.4,4.37E-04,17.22,17.22,17.22
635,19:50:31,715.6,119.6,4.37E-04,17.21,17.22,17.21
638,19:50:33,715.6,130,4.47E-04,17.18,17.21,17.19
639,19:50:34,715.6,108,4.57E-04,17.17,17.18,17.17
642,19:50:36,715.6,119.6,4.57E-04,17.17,17.2,17.18
644,19:50:37,715.6,116.4,4.57E-04,17.16,17.18,17.17
645,19:50:38,715.6,110.6,4.68E-04,17.16,17.18,17.16
648,19:50:40,715.6,119.1,4.68E-04,17.17,17.18,17.17
652,19:50:42,715.6,115,4.47E-04,17.17,17.2,17.18
655,19:50:44,715.6,124.6,4.47E-04,17.18,17.2,17.18
658,19:50:46,715.6,100,4.47E-04,17.19,17.2,17.19
659,19:50:47,715.6,122,4.57E-04,17.18,17.19,17.18
662,19:50:49,715.6,171.4,4.57E-04,17.17,17.19,17.17
664,19:50:50,715.6,103.8,4.57E-04,17.17,17.17,17.17
666,19:50:51,715.6,99.2,4.57E-04,17.17,17.2,17.18
670,19:50:54,715.6,115.2,4.47E-04,17.17,17.2,17.17
671,19:50:55,715.6,100.2,4.37E-04,17.2,17.23,17.21
674,19:50:56,715.6,109.8,4.47E-04,17.19,17.23,17.2
678,19:50:59,715.6,132,4.27E-04,17.19,17.22,17.2
679,19:51:00,715.6,122.4,4.57E-04,17.19,17.2,17.19
682,19:51:02,715.6,112.3,4.57E-04,17.18,17.19,17.18
684,19:51:03,715.6,110.6,4.57E-04,17.18,17.18,17.18
686,19:51:04,715.6,127.8,4.47E-04,17.18,17.2,17.19
690,19:51:07,715.6,124,4.57E-04,17.19,17.2,17.19
691,19:51:08,715.6,121.6,4.47E-04,17.19,17.2,17.19
694,19:51:10,715.6,108.2,4.47E-04,17.2,17.2,17.2
698,19:51:12,715.6,113.4,4.37E-04,17.19,17.2,17.19
699,19:51:13,715.6,101.8,4.37E-04,17.19,17.2,17.19
701,19:51:14,715.6,104,4.37E-04,17.2,17.22,17.21
703,19:51:16,715.6,95.8,4.37E-04,17.21,17.22,17.21
705,19:51:17,715.6,119.4,4.27E-04,17.21,17.21,17.21
706,19:51:18,715.6,94.4,4.27E-04,17.21,17.23,17.22
707,19:51:19,715.6,118.2,4.37E-04,17.19,17.23,17.21
714,19:51:23,715.6,110.2,4.47E-04,17.17,17.2,17.18
715,19:51:24,715.6,147,4.68E-04,17.17,17.18,17.17
716,19:51:25,715.6,128.8,4.68E-04,17.18,17.18,17.18
719,19:51:27,715.6,100.6,4.47E-04,17.18,17.19,17.18
723,19:51:29,126,126,4.47E-04,17.18,17.18,17.18
724,19:51:30,715.6,136.6,4.68E-04,17.16,17.18,17.17
727,19:51:32,715.6,90.2,4.57E-04,17.16,17.19,17.18
731,19:51:34,715.6,111.2,4.47E-04,17.19,17.2,17.19
732,19:51:35,715.6,119.4,4.47E-04,17.19,17.19,17.19
734,19:51:36,715.6,115.4,4.57E-04,17.17,17.19,17.18
735,19:51:37,715.6,122.6,4.57E-04,17.17,17.17,17.17
736,19:51:39,715.6,108.7,4.57E-04,17.16,17.19,17.17
737,19:51:40,715.6,116.2,4.57E-04,17.16,17.2,17.18
747,19:51:46,715.6,109.4,4.37E-04,17.19,17.21,17.2
749,19:51:47,715.6,127.4,4.47E-04,17.18,17.2,17.19
751,19:51:48,715.6,112,4.47E-04,17.18,17.18,17.18
752,19:51:49,715.6,155,4.47E-04,17.18,17.21,17.19
755,19:51:51,715.6,119.2,4.47E-04,17.2,17.21,17.2
756,19:51:52,715.6,120,4.47E-04,17.2,17.2,17.2
759,19:51:54,715.6,133.4,4.27E-04,17.2,17.22,17.21
763,19:51:56,63.2,63.2,4.47E-04,17.2,17.2,17.2
